datetime,area,node,consumer_type,gross_demand_mw,solar_generation_mw,net_demand_mw,available_capacity_mw
2025-11-20 16:00:00,Western_Region,Rajasthan,mixed,960.874,33.958,926.916,1186.331
2025-11-20 16:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1254.863,47.924,1206.939,1550.738
2025-11-20 16:00:00,Southern_Region,Karnataka,mixed,1111.631,39.192,1072.438,1372.974
2025-11-20 16:00:00,Southern_Region,Andhra_Pradesh,agricultural,743.112,28.142,714.971,920.622
2025-11-20 16:00:00,Eastern_Region,West_Bengal,mixed,1136.211,42.77,1093.442,1403.729
2025-11-20 16:00:00,Eastern_Region,Odisha_Industrial,industrial_large,924.001,35.003,888.999,1139.322
2025-11-20 16:00:00,Eastern_Region,Bihar,residential,507.832,17.265,490.567,627.241
2025-11-20 17:00:00,Northern_Region,Delhi,mixed,1390.282,26.406,1363.877,1712.733
2025-11-20 17:00:00,Northern_Region,Haryana,industrial_medium,864.844,15.382,849.462,1068.016
2025-11-20 17:00:00,Northern_Region,Punjab,agricultural,740.126,10.793,729.332,915.148
2025-11-20 17:00:00,Northern_Region,UP_West,mixed,535.832,8.951,526.881,660.782
2025-11-20 17:00:00,Western_Region,Mumbai,commercial,1589.906,28.499,1561.407,1964.289
2025-11-20 17:00:00,Western_Region,Gujarat_Industrial,industrial_large,1300.154,21.75,1278.404,1603.482
2025-11-20 17:00:00,Western_Region,Rajasthan,mixed,957.015,18.227,938.788,1181.777
2025-11-20 17:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1223.98,18.897,1205.083,1514.296
2025-11-20 17:00:00,Southern_Region,Karnataka,mixed,1089.549,20.221,1069.328,1346.918
2025-11-20 17:00:00,Southern_Region,Andhra_Pradesh,agricultural,794.722,14.227,780.495,981.522
2025-11-20 17:00:00,Eastern_Region,West_Bengal,mixed,1159.687,19.21,1140.476,1431.43
2025-11-20 17:00:00,Eastern_Region,Odisha_Industrial,industrial_large,883.72,15.829,867.891,1091.789
2025-11-20 17:00:00,Eastern_Region,Bihar,residential,496.624,11.068,485.556,614.017
2025-11-20 18:00:00,Northern_Region,Delhi,mixed,1632.944,0.0,1632.944,1999.074
2025-11-20 18:00:00,Northern_Region,Haryana,industrial_medium,1158.357,0.0,1158.357,1414.362
2025-11-20 18:00:00,Northern_Region,Punjab,agricultural,1001.76,0.0,1001.76,1223.877
2025-11-20 18:00:00,Northern_Region,UP_West,mixed,673.748,0.0,673.748,823.522
2025-11-20 18:00:00,Western_Region,Mumbai,commercial,2112.568,0.0,2112.568,2581.03
2025-11-20 18:00:00,Western_Region,Gujarat_Industrial,industrial_large,1661.89,0.0,1661.89,2030.33
2025-11-20 18:00:00,Western_Region,Rajasthan,mixed,1234.347,0.0,1234.347,1509.029
2025-11-20 18:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1794.143,0.0,1794.143,2187.089
2025-11-20 18:00:00,Southern_Region,Karnataka,mixed,1494.897,0.0,1494.897,1825.229
2025-11-20 18:00:00,Southern_Region,Andhra_Pradesh,agricultural,1057.886,0.0,1057.886,1292.055
2025-11-20 18:00:00,Eastern_Region,West_Bengal,mixed,1545.21,0.0,1545.21,1886.348
2025-11-20 18:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1145.602,0.0,1145.602,1400.811
2025-11-20 18:00:00,Eastern_Region,Bihar,residential,671.745,0.0,671.745,820.66
2025-11-20 19:00:00,Northern_Region,Delhi,mixed,1708.358,0.0,1708.358,2088.062
2025-11-20 19:00:00,Northern_Region,Haryana,industrial_medium,1153.142,0.0,1153.142,1408.207
2025-11-20 19:00:00,Northern_Region,Punjab,agricultural,1013.487,0.0,1013.487,1237.715
2025-11-20 19:00:00,Northern_Region,UP_West,mixed,635.372,0.0,635.372,778.239
2025-11-20 19:00:00,Western_Region,Mumbai,commercial,2109.409,0.0,2109.409,2577.303
2025-11-20 19:00:00,Western_Region,Gujarat_Industrial,industrial_large,1639.458,0.0,1639.458,2003.861
2025-11-20 19:00:00,Western_Region,Rajasthan,mixed,1264.494,0.0,1264.494,1544.603
2025-11-20 19:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1653.642,0.0,1653.642,2021.298
2025-11-20 19:00:00,Southern_Region,Karnataka,mixed,1433.485,0.0,1433.485,1752.762
2025-11-20 19:00:00,Southern_Region,Andhra_Pradesh,agricultural,1020.814,0.0,1020.814,1248.31
2025-11-20 19:00:00,Eastern_Region,West_Bengal,mixed,1558.426,0.0,1558.426,1901.943
2025-11-20 19:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1158.482,0.0,1158.482,1416.009
2025-11-20 19:00:00,Eastern_Region,Bihar,residential,690.064,0.0,690.064,842.275
2025-11-20 20:00:00,Northern_Region,Delhi,mixed,1656.209,0.0,1656.209,2026.527
2025-11-20 20:00:00,Northern_Region,Haryana,industrial_medium,1152.219,0.0,1152.219,1407.118
2025-11-20 20:00:00,Northern_Region,Punjab,agricultural,1022.241,0.0,1022.241,1248.044
2025-11-20 20:00:00,Northern_Region,UP_West,mixed,688.049,0.0,688.049,840.398
2025-11-20 20:00:00,Western_Region,Mumbai,commercial,2140.485,0.0,2140.485,2613.972
2025-11-20 20:00:00,Western_Region,Gujarat_Industrial,industrial_large,1697.292,0.0,1697.292,2072.105
2025-11-20 20:00:00,Western_Region,Rajasthan,mixed,1263.05,0.0,1263.05,1542.899
2025-11-20 20:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1688.924,0.0,1688.924,2062.93
2025-11-20 20:00:00,Southern_Region,Karnataka,mixed,1450.817,0.0,1450.817,1773.215
2025-11-20 20:00:00,Southern_Region,Andhra_Pradesh,agricultural,1062.996,0.0,1062.996,1298.086
2025-11-20 20:00:00,Eastern_Region,West_Bengal,mixed,1465.679,0.0,1465.679,1792.502
2025-11-20 20:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1134.563,0.0,1134.563,1387.785
2025-11-20 20:00:00,Eastern_Region,Bihar,residential,661.957,0.0,661.957,809.109
2025-11-20 21:00:00,Northern_Region,Delhi,mixed,1674.175,0.0,1674.175,2047.726
2025-11-20 21:00:00,Northern_Region,Haryana,industrial_medium,1139.236,0.0,1139.236,1391.798
2025-11-20 21:00:00,Northern_Region,Punjab,agricultural,1014.889,0.0,1014.889,1239.369
2025-11-20 21:00:00,Northern_Region,UP_West,mixed,688.069,0.0,688.069,840.422
2025-11-20 21:00:00,Western_Region,Mumbai,commercial,2154.89,0.0,2154.89,2630.97
2025-11-20 21:00:00,Western_Region,Gujarat_Industrial,industrial_large,1628.814,0.0,1628.814,1991.3
2025-11-20 21:00:00,Western_Region,Rajasthan,mixed,1235.597,0.0,1235.597,1510.505
2025-11-20 21:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1718.327,0.0,1718.327,2097.626
2025-11-20 21:00:00,Southern_Region,Karnataka,mixed,1429.526,0.0,1429.526,1748.091
2025-11-20 21:00:00,Southern_Region,Andhra_Pradesh,agricultural,1021.065,0.0,1021.065,1248.606
2025-11-20 21:00:00,Eastern_Region,West_Bengal,mixed,1551.655,0.0,1551.655,1893.953
2025-11-20 21:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1150.431,0.0,1150.431,1406.508
2025-11-20 21:00:00,Eastern_Region,Bihar,residential,654.111,0.0,654.111,799.851
2025-11-20 22:00:00,Northern_Region,Delhi,mixed,1775.919,0.0,1775.919,2167.784
2025-11-20 22:00:00,Northern_Region,Haryana,industrial_medium,1196.161,0.0,1196.161,1458.97
2025-11-20 22:00:00,Northern_Region,Punjab,agricultural,984.983,0.0,984.983,1204.08
2025-11-20 22:00:00,Northern_Region,UP_West,mixed,652.935,0.0,652.935,798.964
2025-11-20 22:00:00,Western_Region,Mumbai,commercial,2044.806,0.0,2044.806,2501.071
2025-11-20 22:00:00,Western_Region,Gujarat_Industrial,industrial_large,1651.969,0.0,1651.969,2018.624
2025-11-20 22:00:00,Western_Region,Rajasthan,mixed,1261.897,0.0,1261.897,1541.538
2025-11-20 22:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1564.847,0.0,1564.847,1916.519
2025-11-20 22:00:00,Southern_Region,Karnataka,mixed,1459.066,0.0,1459.066,1782.948
2025-11-20 22:00:00,Southern_Region,Andhra_Pradesh,agricultural,1018.317,0.0,1018.317,1245.364
2025-11-20 22:00:00,Eastern_Region,West_Bengal,mixed,1487.04,0.0,1487.04,1817.707
2025-11-20 22:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1186.967,0.0,1186.967,1449.621
2025-11-20 22:00:00,Eastern_Region,Bihar,residential,683.225,0.0,683.225,834.206
2025-11-20 23:00:00,Northern_Region,Delhi,mixed,797.477,0.0,797.477,1013.223
2025-11-20 23:00:00,Northern_Region,Haryana,industrial_medium,514.217,0.0,514.217,654.276
2025-11-20 23:00:00,Northern_Region,Punjab,agricultural,447.548,0.0,447.548,569.907
2025-11-20 23:00:00,Northern_Region,UP_West,mixed,321.712,0.0,321.712,408.12
2025-11-20 23:00:00,Western_Region,Mumbai,commercial,942.857,0.0,942.857,1200.771
2025-11-20 23:00:00,Western_Region,Gujarat_Industrial,industrial_large,743.599,0.0,743.599,946.747
2025-11-20 23:00:00,Western_Region,Rajasthan,mixed,574.266,0.0,574.266,730.134
2025-11-20 23:00:00,Southern_Region,Tamil_Nadu,industrial_medium,778.554,0.0,778.554,988.693
2025-11-20 23:00:00,Southern_Region,Karnataka,mixed,680.533,0.0,680.533,864.279
2025-11-20 23:00:00,Southern_Region,Andhra_Pradesh,agricultural,482.594,0.0,482.594,613.21
2025-11-20 23:00:00,Eastern_Region,West_Bengal,mixed,687.579,0.0,687.579,874.344
2025-11-20 23:00:00,Eastern_Region,Odisha_Industrial,industrial_large,553.056,0.0,553.056,701.606
2025-11-20 23:00:00,Eastern_Region,Bihar,residential,300.86,0.0,300.86,383.015
2025-11-21 00:00:00,Northern_Region,Delhi,mixed,761.08,0.0,761.08,970.275
2025-11-21 00:00:00,Northern_Region,Haryana,industrial_medium,531.039,0.0,531.039,674.126
2025-11-21 00:00:00,Northern_Region,Punjab,agricultural,444.072,0.0,444.072,565.805
2025-11-21 00:00:00,Northern_Region,UP_West,mixed,311.523,0.0,311.523,396.097
2025-11-21 00:00:00,Western_Region,Mumbai,commercial,932.747,0.0,932.747,1188.842
2025-11-21 00:00:00,Western_Region,Gujarat_Industrial,industrial_large,725.727,0.0,725.727,925.658
2025-11-21 00:00:00,Western_Region,Rajasthan,mixed,562.434,0.0,562.434,716.173
2025-11-21 00:00:00,Southern_Region,Tamil_Nadu,industrial_medium,777.217,0.0,777.217,987.116
2025-11-21 00:00:00,Southern_Region,Karnataka,mixed,673.568,0.0,673.568,856.06
2025-11-21 00:00:00,Southern_Region,Andhra_Pradesh,agricultural,480.349,0.0,480.349,610.561
2025-11-21 00:00:00,Eastern_Region,West_Bengal,mixed,655.416,0.0,655.416,836.391
2025-11-21 00:00:00,Eastern_Region,Odisha_Industrial,industrial_large,531.186,0.0,531.186,675.799
2025-11-21 00:00:00,Eastern_Region,Bihar,residential,308.095,0.0,308.095,391.553
2025-11-21 01:00:00,Northern_Region,Delhi,mixed,800.869,0.0,800.869,1017.225
2025-11-21 01:00:00,Northern_Region,Haryana,industrial_medium,545.826,0.0,545.826,691.574
2025-11-21 01:00:00,Northern_Region,Punjab,agricultural,457.55,0.0,457.55,581.709
2025-11-21 01:00:00,Northern_Region,UP_West,mixed,310.373,0.0,310.373,394.74
2025-11-21 01:00:00,Western_Region,Mumbai,commercial,963.512,0.0,963.512,1225.144
2025-11-21 01:00:00,Western_Region,Gujarat_Industrial,industrial_large,707.947,0.0,707.947,904.678
2025-11-21 01:00:00,Western_Region,Rajasthan,mixed,565.354,0.0,565.354,719.618
2025-11-21 01:00:00,Southern_Region,Tamil_Nadu,industrial_medium,777.136,0.0,777.136,987.02
2025-11-21 01:00:00,Southern_Region,Karnataka,mixed,674.969,0.0,674.969,857.713
2025-11-21 01:00:00,Southern_Region,Andhra_Pradesh,agricultural,479.815,0.0,479.815,609.932
2025-11-21 01:00:00,Eastern_Region,West_Bengal,mixed,714.658,0.0,714.658,906.296
2025-11-21 01:00:00,Eastern_Region,Odisha_Industrial,industrial_large,524.251,0.0,524.251,667.616
2025-11-21 01:00:00,Eastern_Region,Bihar,residential,297.82,0.0,297.82,379.428
2025-11-21 02:00:00,Northern_Region,Delhi,mixed,798.054,0.0,798.054,1013.903
2025-11-21 02:00:00,Northern_Region,Haryana,industrial_medium,504.564,0.0,504.564,642.886
2025-11-21 02:00:00,Northern_Region,Punjab,agricultural,450.699,0.0,450.699,573.625
2025-11-21 02:00:00,Northern_Region,UP_West,mixed,306.756,0.0,306.756,390.472
2025-11-21 02:00:00,Western_Region,Mumbai,commercial,972.746,0.0,972.746,1236.041
2025-11-21 02:00:00,Western_Region,Gujarat_Industrial,industrial_large,758.173,0.0,758.173,963.944
2025-11-21 02:00:00,Western_Region,Rajasthan,mixed,566.988,0.0,566.988,721.546
2025-11-21 02:00:00,Southern_Region,Tamil_Nadu,industrial_medium,770.386,0.0,770.386,979.055
2025-11-21 02:00:00,Southern_Region,Karnataka,mixed,667.075,0.0,667.075,848.398
2025-11-21 02:00:00,Southern_Region,Andhra_Pradesh,agricultural,496.376,0.0,496.376,629.473
2025-11-21 02:00:00,Eastern_Region,West_Bengal,mixed,684.693,0.0,684.693,870.937
2025-11-21 02:00:00,Eastern_Region,Odisha_Industrial,industrial_large,514.391,0.0,514.391,655.982
2025-11-21 02:00:00,Eastern_Region,Bihar,residential,317.996,0.0,317.996,403.235
2025-11-21 03:00:00,Northern_Region,Delhi,mixed,788.127,0.0,788.127,1002.19
2025-11-21 03:00:00,Northern_Region,Haryana,industrial_medium,517.572,0.0,517.572,658.235
2025-11-21 03:00:00,Northern_Region,Punjab,agricultural,446.512,0.0,446.512,568.684
2025-11-21 03:00:00,Northern_Region,UP_West,mixed,310.591,0.0,310.591,394.998
2025-11-21 03:00:00,Western_Region,Mumbai,commercial,977.201,0.0,977.201,1241.298
2025-11-21 03:00:00,Western_Region,Gujarat_Industrial,industrial_large,748.365,0.0,748.365,952.371
2025-11-21 03:00:00,Western_Region,Rajasthan,mixed,592.221,0.0,592.221,751.321
2025-11-21 03:00:00,Southern_Region,Tamil_Nadu,industrial_medium,756.77,0.0,756.77,962.989
2025-11-21 03:00:00,Southern_Region,Karnataka,mixed,669.829,0.0,669.829,851.648
2025-11-21 03:00:00,Southern_Region,Andhra_Pradesh,agricultural,476.227,0.0,476.227,605.698
2025-11-21 03:00:00,Eastern_Region,West_Bengal,mixed,704.816,0.0,704.816,894.683
2025-11-21 03:00:00,Eastern_Region,Odisha_Industrial,industrial_large,538.777,0.0,538.777,684.757
2025-11-21 03:00:00,Eastern_Region,Bihar,residential,315.204,0.0,315.204,399.941
2025-11-21 04:00:00,Northern_Region,Delhi,mixed,769.837,0.0,769.837,980.608
2025-11-21 04:00:00,Northern_Region,Haryana,industrial_medium,533.342,0.0,533.342,676.843
2025-11-21 04:00:00,Northern_Region,Punjab,agricultural,458.355,0.0,458.355,582.658
2025-11-21 04:00:00,Northern_Region,UP_West,mixed,304.991,0.0,304.991,388.389
2025-11-21 04:00:00,Western_Region,Mumbai,commercial,961.66,0.0,961.66,1222.959
2025-11-21 04:00:00,Western_Region,Gujarat_Industrial,industrial_large,732.795,0.0,732.795,933.998
2025-11-21 04:00:00,Western_Region,Rajasthan,mixed,575.261,0.0,575.261,731.308
2025-11-21 04:00:00,Southern_Region,Tamil_Nadu,industrial_medium,718.612,0.0,718.612,917.962
2025-11-21 04:00:00,Southern_Region,Karnataka,mixed,648.819,0.0,648.819,826.856
2025-11-21 04:00:00,Southern_Region,Andhra_Pradesh,agricultural,486.45,0.0,486.45,617.761
2025-11-21 04:00:00,Eastern_Region,West_Bengal,mixed,660.06,0.0,660.06,841.871
2025-11-21 04:00:00,Eastern_Region,Odisha_Industrial,industrial_large,545.343,0.0,545.343,692.505
2025-11-21 04:00:00,Eastern_Region,Bihar,residential,304.25,0.0,304.25,387.015
2025-11-21 05:00:00,Northern_Region,Delhi,mixed,1326.193,0.0,1326.193,1637.107
2025-11-21 05:00:00,Northern_Region,Haryana,industrial_medium,924.59,0.0,924.59,1138.516
2025-11-21 05:00:00,Northern_Region,Punjab,agricultural,786.04,0.0,786.04,969.327
2025-11-21 05:00:00,Northern_Region,UP_West,mixed,519.688,0.0,519.688,641.732
2025-11-21 05:00:00,Western_Region,Mumbai,commercial,1582.541,0.0,1582.541,1955.598
2025-11-21 05:00:00,Western_Region,Gujarat_Industrial,industrial_large,1266.543,0.0,1266.543,1563.821
2025-11-21 05:00:00,Western_Region,Rajasthan,mixed,937.583,0.0,937.583,1158.848
2025-11-21 05:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1309.431,0.0,1309.431,1615.129
2025-11-21 05:00:00,Southern_Region,Karnataka,mixed,1101.671,0.0,1101.671,1361.222
2025-11-21 05:00:00,Southern_Region,Andhra_Pradesh,agricultural,818.845,0.0,818.845,1009.987
2025-11-21 05:00:00,Eastern_Region,West_Bengal,mixed,1135.023,0.0,1135.023,1402.327
2025-11-21 05:00:00,Eastern_Region,Odisha_Industrial,industrial_large,902.26,0.0,902.26,1113.667
2025-11-21 05:00:00,Eastern_Region,Bihar,residential,481.631,0.0,481.631,596.325
2025-11-21 06:00:00,Northern_Region,Delhi,mixed,1428.496,0.0,1428.496,1757.825
2025-11-21 06:00:00,Northern_Region,Haryana,industrial_medium,942.847,0.0,942.847,1160.06
2025-11-21 06:00:00,Northern_Region,Punjab,agricultural,855.828,0.0,855.828,1051.677
2025-11-21 06:00:00,Northern_Region,UP_West,mixed,619.595,0.0,619.595,759.623
2025-11-21 06:00:00,Western_Region,Mumbai,commercial,1751.84,0.0,1751.84,2155.371
2025-11-21 06:00:00,Western_Region,Gujarat_Industrial,industrial_large,1418.632,0.0,1418.632,1743.286
2025-11-21 06:00:00,Western_Region,Rajasthan,mixed,1034.93,0.0,1034.93,1273.718
2025-11-21 06:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1457.584,0.0,1457.584,1789.949
2025-11-21 06:00:00,Southern_Region,Karnataka,mixed,1189.14,0.0,1189.14,1464.436
2025-11-21 06:00:00,Southern_Region,Andhra_Pradesh,agricultural,878.66,0.0,878.66,1080.569
2025-11-21 06:00:00,Eastern_Region,West_Bengal,mixed,1261.422,0.0,1261.422,1551.478
2025-11-21 06:00:00,Eastern_Region,Odisha_Industrial,industrial_large,999.537,0.0,999.537,1228.454
2025-11-21 06:00:00,Eastern_Region,Bihar,residential,574.31,0.0,574.31,705.685
2025-11-21 07:00:00,Northern_Region,Delhi,mixed,1455.988,27.452,1428.536,1790.266
2025-11-21 07:00:00,Northern_Region,Haryana,industrial_medium,991.059,16.903,974.156,1216.95
2025-11-21 07:00:00,Northern_Region,Punjab,agricultural,835.333,17.467,817.867,1027.493
2025-11-21 07:00:00,Northern_Region,UP_West,mixed,570.215,10.272,559.943,701.353
2025-11-21 07:00:00,Western_Region,Mumbai,commercial,1865.968,34.034,1831.933,2290.042
2025-11-21 07:00:00,Western_Region,Gujarat_Industrial,industrial_large,1397.21,24.875,1372.334,1718.007
2025-11-21 07:00:00,Western_Region,Rajasthan,mixed,1045.373,19.793,1025.58,1286.04
2025-11-21 07:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1387.313,27.091,1360.222,1707.03
2025-11-21 07:00:00,Southern_Region,Karnataka,mixed,1243.077,23.052,1220.025,1528.08
2025-11-21 07:00:00,Southern_Region,Andhra_Pradesh,agricultural,925.955,14.345,911.61,1136.377
2025-11-21 07:00:00,Eastern_Region,West_Bengal,mixed,1278.887,24.648,1254.239,1572.087
2025-11-21 07:00:00,Eastern_Region,Odisha_Industrial,industrial_large,978.768,19.419,959.349,1203.947
2025-11-21 07:00:00,Eastern_Region,Bihar,residential,560.312,10.447,549.865,689.169
2025-11-21 08:00:00,Northern_Region,Delhi,mixed,1460.229,51.935,1408.294,1795.27
2025-11-21 08:00:00,Northern_Region,Haryana,industrial_medium,965.434,33.682,931.751,1186.712
2025-11-21 08:00:00,Northern_Region,Punjab,agricultural,837.976,27.38,810.596,1030.612
2025-11-21 08:00:00,Northern_Region,UP_West,mixed,582.759,20.504,562.255,716.155
2025-11-21 08:00:00,Western_Region,Mumbai,commercial,1758.39,63.657,1694.733,2163.1
2025-11-21 08:00:00,Western_Region,Gujarat_Industrial,industrial_large,1389.66,56.203,1333.456,1709.099
2025-11-21 08:00:00,Western_Region,Rajasthan,mixed,1131.369,45.098,1086.271,1387.515
2025-11-21 08:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1467.456,55.543,1411.913,1801.598
2025-11-21 08:00:00,Southern_Region,Karnataka,mixed,1236.085,35.047,1201.038,1519.831
2025-11-21 08:00:00,Southern_Region,Andhra_Pradesh,agricultural,864.83,28.221,836.609,1064.249
2025-11-21 08:00:00,Eastern_Region,West_Bengal,mixed,1316.697,47.265,1269.433,1616.703
2025-11-21 08:00:00,Eastern_Region,Odisha_Industrial,industrial_large,977.693,27.905,949.787,1202.677
2025-11-21 08:00:00,Eastern_Region,Bihar,residential,600.968,22.156,578.812,737.142
2025-11-21 09:00:00,Northern_Region,Delhi,mixed,1498.02,70.176,1427.843,1839.863
2025-11-21 09:00:00,Northern_Region,Haryana,industrial_medium,960.313,45.899,914.414,1180.669
2025-11-21 09:00:00,Northern_Region,Punjab,agricultural,849.378,49.802,799.576,1044.066
2025-11-21 09:00:00,Northern_Region,UP_West,mixed,560.784,27.643,533.141,690.225
2025-11-21 09:00:00,Western_Region,Mumbai,commercial,1805.493,88.323,1717.17,2218.682
2025-11-21 09:00:00,Western_Region,Gujarat_Industrial,industrial_large,1440.901,58.942,1381.959,1769.563
2025-11-21 09:00:00,Western_Region,Rajasthan,mixed,1115.249,47.636,1067.612,1368.493
2025-11-21 09:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1379.997,65.236,1314.76,1698.396
2025-11-21 09:00:00,Southern_Region,Karnataka,mixed,1222.487,63.079,1159.408,1503.784
2025-11-21 09:00:00,Southern_Region,Andhra_Pradesh,agricultural,894.424,44.774,849.649,1099.17
2025-11-21 09:00:00,Eastern_Region,West_Bengal,mixed,1232.802,60.17,1172.632,1517.706
2025-11-21 09:00:00,Eastern_Region,Odisha_Industrial,industrial_large,994.574,55.295,939.278,1222.597
2025-11-21 09:00:00,Eastern_Region,Bihar,residential,570.88,29.338,541.541,701.638
2025-11-21 10:00:00,Northern_Region,Delhi,mixed,1536.615,82.346,1454.27,1885.406
2025-11-21 10:00:00,Northern_Region,Haryana,industrial_medium,954.302,51.28,903.022,1173.576
2025-11-21 10:00:00,Northern_Region,Punjab,agricultural,882.073,62.429,819.644,1082.646
2025-11-21 10:00:00,Northern_Region,UP_West,mixed,600.286,38.382,561.903,736.837
2025-11-21 10:00:00,Western_Region,Mumbai,commercial,1806.371,104.49,1701.881,2219.718
2025-11-21 10:00:00,Western_Region,Gujarat_Industrial,industrial_large,1432.962,75.738,1357.224,1760.195
2025-11-21 10:00:00,Western_Region,Rajasthan,mixed,1030.879,59.87,971.009,1268.937
2025-11-21 10:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1487.113,85.523,1401.59,1824.793
2025-11-21 10:00:00,Southern_Region,Karnataka,mixed,1230.85,76.764,1154.086,1513.652
2025-11-21 10:00:00,Southern_Region,Andhra_Pradesh,agricultural,907.514,61.903,845.611,1114.616
2025-11-21 10:00:00,Eastern_Region,West_Bengal,mixed,1242.308,74.583,1167.725,1528.923
2025-11-21 10:00:00,Eastern_Region,Odisha_Industrial,industrial_large,999.663,62.569,937.093,1228.602
2025-11-21 10:00:00,Eastern_Region,Bihar,residential,580.343,38.067,542.276,712.805
2025-11-21 11:00:00,Northern_Region,Delhi,mixed,1308.647,98.681,1209.966,1616.403
2025-11-21 11:00:00,Northern_Region,Haryana,industrial_medium,881.242,64.878,816.364,1087.366
2025-11-21 11:00:00,Northern_Region,Punjab,agricultural,747.145,54.12,693.026,923.432
2025-11-21 11:00:00,Northern_Region,UP_West,mixed,531.775,34.108,497.667,655.995
2025-11-21 11:00:00,Western_Region,Mumbai,commercial,1602.888,125.338,1477.551,1979.608
2025-11-21 11:00:00,Western_Region,Gujarat_Industrial,industrial_large,1267.726,84.964,1182.762,1565.217
2025-11-21 11:00:00,Western_Region,Rajasthan,mixed,985.721,63.513,922.208,1215.651
2025-11-21 11:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1214.198,75.701,1138.497,1502.753
2025-11-21 11:00:00,Southern_Region,Karnataka,mixed,1140.977,81.164,1059.813,1407.603
2025-11-21 11:00:00,Southern_Region,Andhra_Pradesh,agricultural,793.826,59.37,734.456,980.465
2025-11-21 11:00:00,Eastern_Region,West_Bengal,mixed,1145.927,75.759,1070.168,1415.194
2025-11-21 11:00:00,Eastern_Region,Odisha_Industrial,industrial_large,906.105,58.926,847.179,1118.204
2025-11-21 11:00:00,Eastern_Region,Bihar,residential,513.401,31.955,481.447,633.814
2025-11-21 12:00:00,Northern_Region,Delhi,mixed,1273.335,81.417,1191.918,1574.735
2025-11-21 12:00:00,Northern_Region,Haryana,industrial_medium,859.843,56.289,803.554,1062.115
2025-11-21 12:00:00,Northern_Region,Punjab,agricultural,745.422,51.379,694.043,921.398
2025-11-21 12:00:00,Northern_Region,UP_West,mixed,515.31,30.477,484.833,636.566
2025-11-21 12:00:00,Western_Region,Mumbai,commercial,1496.886,108.973,1387.913,1854.525
2025-11-21 12:00:00,Western_Region,Gujarat_Industrial,industrial_large,1259.653,76.094,1183.559,1555.69
2025-11-21 12:00:00,Western_Region,Rajasthan,mixed,961.345,70.218,891.127,1186.887
2025-11-21 12:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1258.383,105.346,1153.037,1554.892
2025-11-21 12:00:00,Southern_Region,Karnataka,mixed,1144.672,76.929,1067.742,1411.962
2025-11-21 12:00:00,Southern_Region,Andhra_Pradesh,agricultural,784.94,46.935,738.005,969.979
2025-11-21 12:00:00,Eastern_Region,West_Bengal,mixed,1176.107,84.36,1091.748,1450.807
2025-11-21 12:00:00,Eastern_Region,Odisha_Industrial,industrial_large,905.837,49.878,855.96,1117.888
2025-11-21 12:00:00,Eastern_Region,Bihar,residential,517.044,34.349,482.696,638.112
2025-11-21 13:00:00,Northern_Region,Delhi,mixed,1326.917,94.396,1232.522,1637.963
2025-11-21 13:00:00,Northern_Region,Haryana,industrial_medium,859.959,54.091,805.868,1062.252
2025-11-21 13:00:00,Northern_Region,Punjab,agricultural,764.705,47.383,717.322,944.152
2025-11-21 13:00:00,Northern_Region,UP_West,mixed,529.801,33.237,496.564,653.665
2025-11-21 13:00:00,Western_Region,Mumbai,commercial,1598.542,100.024,1498.518,1974.48
2025-11-21 13:00:00,Western_Region,Gujarat_Industrial,industrial_large,1260.265,76.421,1183.844,1556.413
2025-11-21 13:00:00,Western_Region,Rajasthan,mixed,931.736,77.454,854.281,1151.948
2025-11-21 13:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1294.724,90.777,1203.947,1597.774
2025-11-21 13:00:00,Southern_Region,Karnataka,mixed,1123.728,78.303,1045.425,1387.249
2025-11-21 13:00:00,Southern_Region,Andhra_Pradesh,agricultural,790.716,57.51,733.206,976.795
2025-11-21 13:00:00,Eastern_Region,West_Bengal,mixed,1117.574,87.621,1029.953,1381.737
2025-11-21 13:00:00,Eastern_Region,Odisha_Industrial,industrial_large,890.244,65.019,825.225,1099.488
2025-11-21 13:00:00,Eastern_Region,Bihar,residential,527.135,37.393,489.742,650.02
2025-11-21 14:00:00,Northern_Region,Delhi,mixed,1281.314,87.148,1194.166,1584.151
